Comment,Abusive
Mallareddy Peru unnode vote veyyali,No
"  nee Amma ,,, nee akka ,, nee challi ,,, andru m*dd@ gudustunaru Reddy di",Yes
"  nee Amma jathini denga ,,,, ne ammani anta reddolu dengira ,,, lanja kodaka",Yes
Choothiya Reddy family...,Yes
Thammudu peru adhe pettava,No
Aithe nenu na manavani peru praveen ani perthe em sampadhinchinav ra sulliga antadu nannu,Yes
Mee akka ki amma ki Reddy vallu modalu ante gudda chichukontaru,Yes
malla Reddy ki puttaledhu kavacchu,No
Genuine person,No
Keka,No
Koduku peru,No
Evarikaina anipisthundha pichola chethilo mana State ni pettamani,Yes
Super peruu anaa,No
Ni perukosam kadu niasthikosam ani oppukunnattega mr mallareddy,No
Medchal prajalandhariki mallareddy ani pettev,No
Pora donga,No
self dabba vidi tarvtha ne evaru ayena,No
Meeru Mee abbai ki endhuku pettaledhu,No
Asthi kosam Ahh,No
Donga joker broker malli,No
Hattrick mallareddy,No
Malla Reddy ane Peru meru malla malla petkunnarante asal masth great,No
Nee asthulu kapadatam kosam yemaina chesthav nivi,No
Aithe family mottam madels,No
Gadi anta sare gani mallareddy. Press o public o ochi question jesinapudu enta fursutga reply eyaveme. Nuvu public sesudu m ledu katal jepudu tapa.,No
Comedy antuna,No
Anna nuvu okasari gaddam misam penchu anna chudalani vundhi,No
Randa malla reddy,No
vaadu okkade kaadu chaala mandi unnar,No
Vadi lalipa chepu pora vest ga,No
Waste talk… talk about u r state development malla,No
Mi family muchatlu andhuke prajala gurinchi matladu,No
Narapally lo nuvv kabja chesina maa friend valla daddy entho kashtapadi sampadinchina land kuda neede ra. Donga. First time oka pedda manishi chinna pilladi la edavatak chusa nee valla. Donga.,No
Me kodalu:- edunnav ra Malla Reddy Bose dk. Mimmalni kadu mavayya garu babu ni pilustunna,Yes
It's brand,No
Pedda donga langa mallareddy,Yes
POINT TO BE NOTED,No
"Then Why Didn't You Name Your Son As Mallareddy, You Didn't Born",No
Malla Reddy malla malla Reddy mari pulla Reddy Mee mama na,No
even his 10yr old or grandson is commercial. How sad.,No
Erripuku malla Reddy,Yes
Manchiga chp ra malli gani ante chp ra,No
Malla Reddy Peru ekkadi varuku vachindhi ante mooda varaku vachindhi antunaru kodukulu,Yes
Actual ga Nee koduku peru undali kada ...,No
Sollu,Yes
"  nee Amma jathini puku loo naa madda lowdeke ball , madda gudavanika madda Reddy anav , nuvu start chesav raa nee akka puku loo naa madda",Yes
"  if u give it then you gonna take it too or else don't give , lanja kodaka telusko , yeri puku naa kodaka",Yes
smae dialogue thammudu.... Nee thalli manchidi ithe nv ila kojja la Verey valla amma gurinchi thappu ga matladav .... So in directly kojja ani oppukunnatlle any way kojjalatho nen arguments pettukonu....,Yes
Reddylu andru Mee amma gudda denginatu unnaru anduke neku inta madda ante neku istam.... Lanja kodaka,Yes
me ayya reddodu kadha ra ....,No
nee Amma pendha lanja raa... Anduke nuve ella Reddy valla madda ante istam...,Yes
yevadi thalli lanjo 340 members ki ardam avutundi le ra...nek ardam ithale anukunta,Yes
"  nee jathi pukulo naa madda... Bongulo 340 likes vochey Ani yeguruthunav kadha , malla Reddy watchman modda godu",Yes
confirm raa nee Amma ni reddolu andhara denginatu unnaru andhuke neku inta kopam,Yes
nv mogidivi ithe .... Nv nijanga me ammake puttinunte ne address pettu ra na kodaka..... Oka debba tho telchi padagendudam,Yes
nenu nee lanti kojja lanja kodukulaku petanu,Yes
yevadu kojja no ikkade ardam avutundi ga ra thammudu...malla pedda mogoni lekka matladutunnav,Yes
na address pedatha vastav malla..... Yevado mogodo chudkundam mari,No
"  ee admin gadu malla Reddy ki opposite andhuke followers kuda ala ne untaru ,,,,, anduke likes vochuntai raa pukoda",Yes
ardam itundi ga raa... Aipoyindi inka nee pani... Naa anataniki am leka malla admin meeda paddav.... Kojjalaki unna lakshanalalo modathi lakshanam idhe...,Yes
"  nee Amma pukuni pandulu denga ,,,,, nee jathi pukulo gadidha modda ,,, yerri puku naa kodaka ,,, nuve yentha mandhi reddolaku puttinav raa ,,, oka Pani chey malla Reddy Modda gudu  ",Yes
vallu malla Reddy Ani pettukonte nee modda poyinatu badha paduthunav yendi raa lanja kodaka,Yes
arey iyyi anni kadhu ra thammudu. ... Okati nv mogonivi ithe ne address pettu .....lekapothe ne original id nundi comment chey .... Kojja gadi.lekka feke account create chesi mogini lekka kathalu dengaku,Yes
ardam itundi ga ra ...yevadu malla reddy modda gudustundo ....,Yes
naa madda godu nee Amma tho patu,Yes
9390576361. Idhi na number ra mogodivi ithe ....nv nee thallike .putti unte nak call chey okka sari ..... Ne brathuku yendho nen telusta,No
nuvu yendhi raa naa bathuku telchedi .... Gore puku naa kodaka ... Nee politics gudda lo petuko ... Nee Amma ede nerpindha bere valla chaste nee yegathali cheyamani ... Guruthu petuko Mee nannalu kuda Reddylu Ani ... Yerri puku naa kodaka,Yes
orey iyyi anni yendhuku na num petta ga...call chesi matladu okka sari ive maatalu....nv mogodivi ithe,No
nee Amma di atulu levu gaa ... Maa nanna chepedu,Yes
nuvu mogonive aithe malla Reddy modda godu,Yes
nv mogodivi ithe okka sari call chey ra..... Kojja lekka fake accounts create chesi comments pettudu kadhu.... Ikkade ardam itundi ga yevadu caste modda gudustunnado,Yes
rey gorre Moda gude vodda ... Caste modda first nuve gudisindhi ... Kadu ley first Mee Amma taravata Mee akka,Yes
Mynampally tittadam lo nyayam vundi anipistundi.....,No
Malla Reddy Anti Virus,No
malla malla Reddye anna mata,No
Me family motham Theda anamata,No
Mee abbayi name kooda malla reddy pettakapoyaavaa?,No
nee Amma puku naku raa lanja kodaka,Yes
Malla Reddy mandhini munchey Reddy Ani pettuko,No
Ministry vaandi enduku aithadi ra gaadhidi. 🫏,Yes
"State ke development gurinchi matladaka,taraala gurinchi matladthav Endhuku ra babooon ga",Yes
Joker malla reddy,No
Mass,No
Ilantollani janalu gelipistunru,No
nee amma manchidi ithe... Verey valla amma gurinchi ila matladav ra..... Me amma garu manchidho kadho ne matallone telustundi le,No
Mee amma garu manchivaru ithe.. Verey valla amma gurinchi ila matladav ... Me amma garu chala goppavaru ani ardam avutundi le ra...,No
నీ ఏడుపు చూస్తుంటే కొడుకు కోడలు బాగా చూసుకోవట్లేదు అనిపిస్తుంది,
neyamma abbha em nerpencharu raa lanja kodaka oka caste meedha padi edavamani nerpara??,Yes
Epudu am chedam antav,No
మల్ల మల్ల మల్ల పెడుతున్నారు కాబట్టి అది మల్లారెడ్డి,
,
నీ పేరు అంగుటి కదా,
,
"మీ కోడలి డైలాగ్ : ఒరేయ్ మల్లారెడ్డి సచ్చినోడా! ఇలాంటి దరిద్రపు పనులు చేసావంటే నువ్వు తినే అన్నంలో సైనేడ్ మందు కలిపి చంపేస్తా. పది మంది తినే తిండి తింటావ్. ఏ దరిద్రుడి పోలికలు వచ్చాయో!
 
 భలే వారే మావయ్యా! మిమ్మల్ని నేను తిడతానా? మీరు నాకు ""ధయ్యివం""తో సమానం. నేను తిడుతున్నది ఈ దరిద్దపు మల్లారెడ్డిని.",
గంత పిచోనివి అన్నమాట,
Mi koduku ku yenduku pettalevoo mari,No
Malla Reddy ah na sulli Reddy ah,Yes
,
,
Tharatharaluga....ee mallareddy japam cheyalsindey,No
,
అంగితే పిచ్చల్ మాయం చేస్తావని తెలువది ని మాన్....మొడ్డగాడికి,
Ni manumadi koduku kuda ade pettuko makendi,No
Me kodale Peru kuda Mallareddy pettaka poyava,No
ఎవర్రా మీరంతా,
అంటే మల్లారెడ్డి పేరు మీద కబ్జాలు చాలా చేస్తున్నావు,
malla reddy is the one the brand       akada chusina mallareddy fam,No
"Chore Sala,,, he was a tripper!!",Yes
Na modda Peru kuda adhay,Yes
Ye mata ki aaa mata sir… meeru great… god blessed u a lot… not only in terms of money… In terms of happiness also,No
Areyi sulliga,Yes
Apara babu sodi,No
,
Konadaniki jagalu dorkinayy kani petukoniki perlu dorkaledhaa  🏻,No
Malli gani pellam,No
,
Ni Reddy puku lo na sulli Li jai paritala Sriram Anna,Yes
పోరా హుకా,
,
Navvinchali anteh nuvve po,No
Modda gudavandi,Yes
Model mallareddy...,No
bro,No
పాత వాళ్ల పేర్లు పెట్టుకోవాలి మన సంప్రదాయాన్ని నిలబెట్టుకోవాలి,
దోచుకొని తినానికే బాగుంది,
Sulli aine pettuku next nuvu cm aithavu,Yes
Puka,Yes
"May be put your name as MallaReddy-III, Paalu/PuvvuluNeellu Ammina Malla Reddy, famous for the quote…",No
.venkatarao మల్లా రెడ్డి అనే పేరు శ్రీశైలం మల్లన్న స్వామి పేరు నుండి పెట్టుకున్నది. అదేదో ఏదో పేరు కాదు.,
,
Vere mottham,No
,
Good,No
Hmmm interesting character ….,No
,
"Mee manmadu pedagayii feel avodu antey ,politics nunchi tapukondi ",No
sodi,No
,
Bogus nvuuu pikinavu inka ఈనా pikikuthadu,
Vadu kuda Nila ithada,No
Malla malla,No
Dongaaaaa,No
Donga reedy ani pettu malli bro super vuntadheee,No
,
,
నువ్వు దొంగ పూకోడా ఎట్లా తెలుసు అందుకే నీ కుటుంబoలోనీ పేరు పెట్టుకోవడానికి ఆలోచించారు..,
Mothanikaithe mallareddy ane peruni Brand chesesinav,No
Mee kodaku ki emanipettav,No
Ayithey ma moddalu occhi sikkunri,Yes
Mee amma mogudu,No
Kooda mallareddy,No
Kooda mallareddy,No
Malla malla ade Peru Anna Mata,No
నీ కొడుకు కి మల్లారెడ్డి అని పెట్టలేదంట ఆయన నీ కొడుకు కాదు కాబట్టి,
Evadki upyogam ee   da lo sodhi,No
Commercial kodal,No
,
New NTR family member anukuntuv ra,No
,
,
Na lavada ani petkoo baguntadhiii,Yes
l,No
Mallareddy   malli Reddy,No
అంటే ని పేరుకు విలువ లేదు ని డబ్బులకే విలువ అని నీకు అర్ధం కావడం లేదు సన్యాసి,
,
,
,
Modda reddy Ani pettukondi me manavudu ki,Yes
Koduku Peru endhuku pettaledhu,No
వాల సులి చికు నువు మరి సరేనా,
,
Nduk me family gurinchi panikochedemyna vundaa,No
CMR ANE BRAND POVADDHU ANI ALA PETTAVU PUKA,Yes
,
,
Malla malla pettaaru kaabatti.. Malla Reddy ayyindu !!,No
Dini batti ami artham aindhi ante malla Reddy ante thara tharaku dochukundam Ane a,No
ante nee koduku bullaa reddy na,No
ఏంది కాకా jounior మల్లారెడ్డి అని గట్ల ఇంగ్లీష్ ల చెప్తున్నావ్....మంచిగా మన తెలంగాణ యాస ల సిన్న మల్లారెడ్డి అని చెప్పు,
,
"మళ్లీ రెడ్డి పుట్టిండ్ రెడ్డమ్మ పుట్టలేదా అని అనిఉంటారు, అది కాస్త వీరు మల్ల రెడ్డి, మల్ల రెడ్డి అయ్యిందీ",
valuable comment,No
ని కొడుకు పేరు మల్లారెడ్డి అని ఎందుకు పెట్టాలె మరి,
,
,
,
,
So what sulli reddy,Yes
Madda gudu ra yerripuka... Caste valle ga okko lanjakoduku gudda balisi kottukuntunnaru,Yes
Peekinav tee pillaatulu,Yes
neeku yenduku raa neyamma bewars aathu picchi lanja kodaka,Yes
neyamma ne dengutha lanja ke puttena naa kodaka reddy lu gurinche em anna antr,Yes
E,No
Malla reddy anetodu reddy cast kabatti nv react ithunnav.... Malla reddy very caste ithe nv react ithava ra yerriipuka.... Malla ee erripiuku gadu caste gurinchi cheptunnadu,Yes
Aathulu kuda peekalev,Yes
orey neyamma lanja kodaka reddy ane kadhu raa kojja naa kodaka asalu caste gurinche yenduku raaa howley lanja kodaka,Yes
neyamma puku ane cheppu raa kojja puku muthi naa kodaka,Yes
,
Appude ne joker buddullu ani kuda start ainattunaii nuvve anukunna family family motham einthena,No
Mallareddy kadu moddala Reddy nuvu,Yes
Cheppa ga.... Kukkala vaagadam thappa aathulu kuda peekalev,Yes
Model malla Reddy ve kaka nuvu,No
no pettu raa yerripukka ledha yekkada vuntavo cheppu chuskundham aathu puku lanja kodaka,Yes
Nee kodukki mallareddy Ani enduku pettaledu thaatha,No
Yerripukilni nen kalavanu,Yes
Manchi feel good movie LA undhi,No
,
orey ippudu artham raa nuvvu adangi gadeve ane nenu kalavanu raa nennu Inka poraaa kojja gaaa,Yes
ala ite registrations akkarledu Ani same names pettukunattunaru,No
Modda gudu.....,Yes
nee Pani adhay anta kadha raa,No
అయ్యో మల్లన్న ఎంత పని అయింది మల్లన్న ఇప్పుడు కైనా పోయిందేముంది వాళ్ళిద్దరి పేరు మల్లారెడ్డి అనే పేరు పెట్టు,
దొంగ వి నువ్వు. సిగ్గులేకుండా ప్రెస్ కి వచ్చి మాట్లాడుతున్నావు.,
Ni sokulu salayyyaaaaaa,No
Asthi nedi kadhu jayalalitha di,No
,
Venky   Sulli,Yes
Malli Babu dongaaa this time nuvu povadam gyarentiii BJP ravadam confirm,No
Arey vadini kuda donga chesthunav kada,No
.i madda gudu,Yes
vadu vere reddile don’t feel,No
Saving taxes on property registrations,No
Veedu anavasaranga politics loki vachindlu,No
Comedy chesthe ayipov ra nuv,No
nv adhey ga ra chesthundhe nibba,No
,
Repu enka mals ani marchu kuntadu vadu,No
Public usuruu kudaa evvuu nee manmadikii. Nuv kattukunna papam nee manmad kii tagultadhii pakkaa..,No
,
SullaReddy Ani pettuko..,Yes
International model anna niku vote veyam kani ni comedy ni enjay chesistham,No
Jr Dong mallareddy,No
"  మా బ్రహ్మానందం పేరు అనగనగా ఒకరోజులో
 నెల్లూరు పెద్దారెడ్డి....ఎంత పొడుగో కదా  ఫీలవ్వు మరీ  ",
M cheddam antav mari..??,No
Sulla reddy Ani pettuko baguntadi. Leda modda reddy Ani pettu. Kojja lanja kodaka,Yes
నీ ముక్కుల సుల్లి,
,
Yevadiki upayogam,No
Sulli Ani petuukorahh pukaa,No
వట్టకాయలో,
"*WORK FROM HOME* 
 మా కంపెనీ కి తెలుగు రాష్ట్రాల్లో ఉన్న యువతి యువకులు
 Team work part-time (or) full-time చేయడానికి అభ్యర్ధులు కావలెను కేవలం *40* మందికి మాత్రమే అవకాశం
 Age *18* +above
 Employees, un employees, students,house wife's
 **20,000-25,000* 
 వరకు సంపాదించుకోవచ్చు .
 నిజంగా అవసరం ఉన్న వారు మాత్రమే call చేయండి.లేనియెడల అవసరం ఉన్న వారికి షేర్ చెయ్యండి
 For more details contact to this number. *8142119523*",
Ninnu kosthe ts lo sagam appu thiruthundi,No
,
నువ్వు నా బొంగులో మల్లారెడ్డి నీ మొఖం లో నా మోడ్డ,
,
Kodal peru kuda malla reddy dhani gudhala gaddi ani pettu,Yes
Ready film lo chitti naidu la unndhi sir,No
Manam cenima laga,No
Next mee manavadu politics loki rabotunnadu annamaata kutumba palana konasagistham cheptunnadu direct gaa,No
niku em aithundi ra nuv veedi intlo panodova,No
,
It raid chesthe thappichu kovataaniki dhonga lanja kodukullaara,Yes
Andaru dongana kodukulu ymmoo,Yes
Telangana Model Antarura Babu,No
orey yerripukka lanja kodaka caste gurinche yendhi raa yerripuku lanja gaaa,Yes
Jai congress,No
Mughuru monagallu annamata,No
,
Ni laga ma thathalu kuda untey bagundu,No
Aithe endhira lanjakodaka,Yes
Sulla Reddy ani pettu baguntadhi,Yes
ఒరేయ్ నికు ఒక్క ఫాసిట్టివ్ కామెంట్ వచిందర్ర అంటే నీవు ఎంతో లంగవో అర్దం ఇంది దీని బట్టి చూస్తే నువ్వు elctction ల vodipothav,
ఇంటి దగ్గర కాలిగా వున్నారా. ఐతే మా కంపెనీ లో వేకెన్సీ వున్నాయి.కేవలం 4గెంటలు సమయం కేటాయిస్తే చాలు. ఫోన్ కాల్స్ మాట్లాడటం మాత్రమే వర్క్. *భాష: తెలుగు * పర్మినెంట్ ఉద్యోగం * పార్ట్ టైమ్ మరియు ఫుల్ టైమ్ జాబ్ * ఇంటి నుండి పని కూడా అందుబాటులో ఉంది * జీతం 13000/- నుండి 25000/- Call me 80083 83060,
Chor malla Reddy,Yes
Ne koduku Peru pettale mari,No
Mari ni koduki anduku petale vadu Palu pulu amale,No
పాలు పూలు అని పెట్టాక,
Yeppudu chusina goppalu goppalu cheppukovafamena University lu unnai mannu unnai ani,No
Dabbu unte subbi gadine Subbarao garanataru,No
Mareeeeri nee peeeeel,No
Dabbu vuntey auvla gadu Ani pettina OK,No
Na Peru marchukunta mallanna .naku mla or mp select cheyyu chalu,No
,
Nuvve o chusthe ganivi kadha sir mynampalli sir antundu Naku artham kale sir intha manchi manishini gatla endhuku annaro ani,No
మొడ్డ అని పెట్టుకో బాగుంటది,
Kcr ku kuda pettalsindi.allareddy ani,No
సన్నాసి,
కొడుకు పేరు కూడా మల్లా రెడ్డి అని పెట్టాల్సింది,
venky  puky,Yes
 modda gudu,Yes
nuv already gudisinav ga,Yes
డబ్బు..... అంత ఎం...,
ఇంక నయం కేసిఆర్ తో మాట్లాడి మీ నియోజకవర్గ పేరు మల్లారెడ్డి అని పెట్లే,
madda gudu,Yes
Meru reddy la paruvu testuru dongavu nuvvu,No
Andharu pisa gadidhi kodukulu ani artham,Yes
4play models ayite,No
MoggaReddy maku enduku ra,Yes
,
,
Motham dongalee kada,No
,
Joker Malla Reddy ani pettalsindi,No
Nv okadive anukuna andharu verri pukolle anmamata,Yes
arey Lanjodaka niku okkadike 600 acars unte migilina sulli gallaki entha sampadhinchav,Yes
మీ ఇంట్లో ప***పేరు మల్లారెడ్డి పెట్టుకో,
మీ కొడుకు పెరు ఎందుకు పెట్టలేదు మల్ల రెడ్డి అని,
,
Appura ni Sollu,No
Em jeddam antav mari,No
నువ్వే అనుకున్నా నీ కుటుంబం మొత్తం ఇ0తెనా రా నీ యమ్మా యాడా ధోరికిన సంతార మాకు ఇది,
" ._ మధ్యలో నీకేమైతుంది రా, వాళ్ళింట్లో పనోడివార నువ్వు",
Inspiring personal life but its not enough for a leader,No
Malla Reddy eripapa manavadu kona erripapa edhari saripoyaaru,Yes
Kurchi madtha petti denguthey,Yes
Eesari errrrrrrrragaddddddddddda,No
వాడు నీ కంటే పెద్ద దొంగ అవుతాడు,
నయ్యం తెలంగాణ పేరు కూడా మల్లారెడ్డి పెట్టనున్నావ్,
,
,
అల్ల అతూలు పీకు,
"Only Properties kavali me family ki .,...... andukey ok cheppindi me kodal",No
Antae epudu ne asthi kosama,No
𝓓𝓸𝓷𝓰𝓪 𝓹𝓮𝓻𝓾 𝓹𝓪𝓹𝓪𝓶 𝓶𝓮 𝓶𝓪𝓷𝓪𝓿𝓪𝓭𝓾 𝓶𝓸𝔂𝓪𝓵𝓲,No
Malla malla .. mallareddy naa..,No
Are malliga nuvvu pedda joker vira malli,No
Kcruguda malla Reddy,No
naku telese vadu vine ______ ku kadu anukunta     andhukiyy mess aende      eri puk malligadu    aendu edu,Yes
,
Jai Mall Reddy,No
,
Kabjala reddy ra meranta,No
Milk Reddy anipettu,No
Angooti ani pettu,No
,
,
Minister me kosam public kosam donga,No
,
,
"Penta reddy ayina ok, astulu iste.  ",No
nv erripukuuuvvvv malla reddy nee manvadu pedha erripukuuuvvvv malla reddy,Yes
మల్లారెడ్డి అందరూ MO a kudavandi,
,
దొంగ మల్లారెడ్డి వెట్టు,
Ni history telusu uncle,No
Enduku ra,No
,
,
అదిగో దొంగా,
"మరి నీ కొడుకు పేరు మల్లారెడ్డి అని పెట్టలే ఏందుకు, నీకు పుట్టలేదు.... ",
నీ కొడుకు ఎందుకు మల్లారెడ్డి అని పెట్టలేదు అంటే అయన నీ కొడుకు కదా,
Ni ayya nidi nuvu chupikuntav entra edi,No
"Ikkada yevadu yevari family nu judge cheyyalsina avasaram ledhu, andari illallooo ilaage undii, thatha peru pettukovali ani untadii kodallaku adhi nachadhu",No
Sulli reddy ani pettalsindhi,Yes
,
మీ ప్లాన్ అర్థమైంది... ఫీ్యూచర్ మల్లారెడ్డి ని ఆల్రెడీ రెడీ చేసావ్ అన్నమాట.... ఐయింకా మేము yem పీకలే సారు ని మనవడి పిచ్చల్ jokale,
Paalu pulu pettinchu vadiki kuda,No
Kamal hassan kuda neela expression lu evvadu mama,No
పాల మల్లారెడ్డి అని పైటు,
,
Inko rendu college lu kaatu malanak and Shivank Anne,No
,
,
,
,
Ani peru bulla reddy ani pettu,Yes
Vadu happy ga feel iendee name valla kadhu ra babu property chusi,No
Puku malla Reddy,Yes
Evdidana madda cheeku,Yes
Inko pichi pukodu ready iytundu anamata  ...nuv thop raa ..kanisam nee Peru English rad nik nuv mla   dandam ra babu.,Yes
Edaru kalise,No
Miru gogavo langavo Kani Nishta unna dabbu okka model ga thayaru chesindhi,Yes
Mallareddy madda reddy,Yes
Ippudu em cheddam antavu MALLA,No
దీన్నిబట్టి ఏం అర్ధం అయ్యింది?? డబ్బు ఆస్తులు ఉంటే ఏ పేరు అయినా ఫర్వాలేదు అని... Ok??.,
a,
Ha muguru kalsi moddagudvandi,Yes
,
Donga veedu,No
Vadi modda patuko,Yes
మధ్యలో నీ కొడుకు పేరు మిస్ అయ్యింది గా,
,
"Emi niti undi sami indulo … andaru dabbu manushule, including manavallu … tata mida gauravam leka premato unnattu leru … mottam family commercial laga undi. Hope they realize true value of family",No
,
,
Evadu adgindu,No
,
,
Mee thatha Jali Reddy ayithe,No
అందరూ లండ కొడుకులే,
,
Modda guduvu,Yes
వట్టకాయెం కాదు  ....,
పలోడు...పులోడు....అని పెట్టేది ఉండే....,
Adhe minister antha needhe.. nee pillaldhe! Wow!,No
Correct ee dabbu kavali Kani Peru voddu antaru,No
ఎమ్ కామిడీ పిస్,
Ma inti pakkak oka howlagadu kuda Malla Reddy a,Yes
Paala malla reddy pulla malla reddy ani pettu,No
తెలంగాణ ప్రజల సొమ్ము అంత నీ మనుమలకు పంచుతున్నావా,
Ni pellam peru,No
Kabja reddy,No
,
Nuv modddaa gudu,Yes
joker,No
Ante me manavadu kuda meelaage anamaata,No
,
Niii gu,Yes
Joke,No
గుద్దల mike నూకినా మల్లారెడ్డి అనే అరుస్తడు...,
మల్లా రెడ్డి పెళ్ళం,
Edo support kosam pettam le bomma,No
Credit goes to TDP and janasena team,No
,
Baaga aduthunnadu ante ee samajam oppukutundha,No
,
అద్ది మీద కూర్చొని ఎగిరే సరిక్కి వాడికి లేసింది అనుకుంటా,
,
Venaka vunnavallu enkrege chesthu alaa choosthunna ru eantraa baabu,No
Sri krishna cmr chiralu pappu.pilla chillam kapadu,No
Akkada rape jaruguthundi,Yes
madya lo ayana emi chesadu Paytm batch anukunta meru,No
Nuvvu matram pakka aa batch ne kadha ....ardam avuthundi le ikkada intha scene chusaka kuda..,No
meru aa batch kanuka sambandam lekunda vimarsalu chesthunaru,No
Akkada automatic ga sync avuthundi....andulo vadu chese chestalu pakka alane unnayi...but ikkada fire    avuthundi pafam....,No
Ap people ki ee daridram endi ra ayya...chi chi..,No
akkada ayanaki sambandam emi undi ayana cheppada ala cheyamani sambandam lekunda ayanni vimarsinchatam entha varaku correct,No
em bro ninnu gattiga dengada,Yes
వెనుక ఆ మహానుభావుడు ఎన్టీఆర్ గారి ఫోటో పెట్టుకొని ఏంట్రా ఈ లౌడాలో డాన్స్ లు,
kadhu ni Chelli ni bro...,No
same bro any doubt...,No
ni Chelli ayyi untunde le anduke feel ipotunnav,No
ni Chelli la undi anduke immediately feel ayinav,No
first wrong comment pettindi nuvve kabatti ni Chelli ni esademo ani nuvve anukunnav,Yes
urgent ga react avuthunnaru ante pakka pilla pawala batch vesale...   There is no stability....,Yes
oka sari clear ga check chesukunte evadi Chelli ni vesthunnado vadike ardam avuthundi...sorry pilla pawala gallaku antha mindset undadhu ga pafam.....mrng evari jenda moyalo kuda teliyadhu ga ...pafam,Yes
,
,
Ganjai batch anukunta Paytm batch poyi 5/- adukkoo,No
package Inka anda ledha ...vasthundi le mundu aa jenda moyalo telusuko poyi...,No
"  Paytm 5/- andaleda Inka, velli adukko Inka enduku late    ",No
ni la andaru veli mudragalu...jenda kulilu kadhu ra babu...package vasthundi le edaku papam....kanisam aa ts lo ayina deposit vasthundo ledho ....arere pedda samasye vachindhe .....,No
,
mi vadu jail ki pothadle kangaru padaku,No
poyi vadi Sanka naku vaditho jail ki velli...,Yes
ఆ మూమెంట్ లో ఎవరు చూసినా ఆగలేరు అండి,
నువ్ అనకూడదు తప్పు,
Ji tdp,No
nuvvu nakutunnav kadara     mallli nenu enduku le,No
Tdp valla meeting,No
,
credit 5/-rs ....,No
taginava BRo Bail vachinde Epudo,No
,
మరి ఓవర్ అయింది,
Karma ra babu,No
E Instagram Konni rojulu pothi edhi inko crome ipotundi,No
Rey em panulu raa Aviii andhari mundhu   . Chusukovali kada mama mood vachindi ani nachinattu chesthavaaaa   .,No
manchi    meeda vunnaru,No
"Edhe dance YCP leaders conduct chesi unte, comments verela vachi undevi  🏻   ",No
Theda ne,No
ahaaa ahaaaa whaaa Anna whaaa,No
Bro వాళ్లు ఇద్దరు లవర్స్,
,
,
తీసి పెట్రా అందరూ ఎంజాయ్ చేస్తూ చూస్తారు,
అవకాశం దొరికింది కళ ని చూపిస్తున్నాడు,
,
Attagadu attagadu,No
,
Venakala peddaina ni petukoni em panlu raa aviiii,No
Nice dengulata,Yes
Hyderabad meet,No
Venakala CBN chustunnadu... Mimmalni bokkalo vestadu ra,No
nijamey,No
"Andhroluu anipinchukunaru gaa , arey Mee brathukulu gudipothunee moondu Dani sangathi chudandi ra iyaa, sati Telugu vadigaa badhaa iethundi",Yes
,
Artist ni encourage cheyyali..,No
,
Vadini apandraa evarainaa  lekapothe delivery kuda akkade ayyela undi,No
Arey lanjoduka neku very song dhoraka leadha ra neku sulliga,Yes
Veedu pakka pawala sainik Anukunta...,No
same to same me lage brooo,No
Taney bokkalo unnadu veedini em estadu le..,No
This is almost attempted rape !!..(End of the video),Yes
Edo Theda ga undi,No
Rey pappa na kodarakallu la ta ntr pettina tdp paruvu teesi padesaru ra thi me batukulu paadugaanu,No
,
Dance radhu dengulata matarm vachu vadiki,Yes
డాన్స్ అనుకున్నావా దెంగులాట అనుకున్నావా రా,
pakka paytm ayi vuntadu bro,No
అరేయ్ వెనక అన్న ఎన్టీఆర్ ఫోటో పెట్టుకొని ముందు పవన్ అన్న సాంగ్ పెట్టుకొని ఇలాంటి పనులు చేయడానికి సిగ్గు లేదురా,
Venakaala devudi photos prttukoni em panulra meevi,No
,
Naku alaaa dengulata chesevallu kavali,Yes
A Re entra idhi,No
తెలుగు యువత,
em chesthunnarra,No
I feel sad for that dancer.,No
Bro ilanti dances jarigetappudu konchem cheppandanna please,No
రేయ్..! ఎవడైనా వాడ్ని ఆపండ్రా....,
aatagathaya ni balavantham cheysthuna aatagadu,No
idhharu elane chestharu dance,No
maddagadu,Yes
Telugu desam,No
,
ee dharunalu chuddam kante sachioodam manchidhii,No
Papa ki tomorrow,No
"Daridrullara akkada venakala ar, NTR pic pettukoni entr ameeru chestundi edavallar, neechulkara chepputho kottevadu evadu ledura mimmalni ",No
Rerelease chyandraaa Nannaaa.....,No
Mᴏᴠɪᴇ ɴᴀᴍᴇ :ᴋᴀʟᴇᴊᴀ.......sᴜᴘᴇʀ ᴍᴏᴠɪᴇ,No
,
,
super comedy cinema,No
,
,
,
Intha paamu kariste sani odilipodhata,No
.swethasri  ni lantidhe,No
Em level movie bhayya,No
E cinema occhake Mahesh bro comedy timing gurinchi telsindi. I wish ilanti comedy genre lo Mahesh bro inko film cheste bagundu .,No
,
20-30 kms to Hyderabad,No
,
G.O.A.T,No
Super movie,No
Dinamma ee movie untadi,No
Autotaxi kavala ? Na bongo aindi Pakistan pakana uname,Yes
Acting ante idhe mawa re release cheyandra babu,No
One of the best scene,No
,
,
,
,
,
,
,
I really like this movie mahesh babu timings are excellent amazing mind blowing haliourious,No
Asala e movie ni ela flow chesaru ra    super comedy,No
Body language....for every dailouge,No
Vere level...,No
Abbaa   Mahesh Anna comedy antee mamuluga vundadhu,No
Re-release plz,No
